timestamp,episode_id,phase,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,ee_x,ee_y,ee_z,camera_motion,force_z,gripper,object_distance,success
0.460000,EP-001,approach,0.134199,0.220984,0.248141,0.209981,0.120295,-0.001017,0.250764,-0.156637,0.486393,0.031449,2.825551,1.000000,0.160000,True
0.480000,EP-001,approach,0.138075,0.221815,0.251486,0.209422,0.118322,0.001325,0.251208,-0.156519,0.486363,0.023208,2.454046,1.000000,0.160000,True
0.500000,EP-001,approach,0.138570,0.218304,0.247265,0.210478,0.117335,-0.004356,0.251979,-0.155811,0.486338,0.052457,2.600164,1.000000,0.160000,True
0.520000,EP-001,approach,0.141276,0.223440,0.247174,0.209309,0.116183,-0.004381,0.252607,-0.155948,0.486659,0.036491,3.428254,1.000000,0.160000,True
0.540000,EP-001,approach,0.141425,0.222647,0.247754,0.206714,0.115902,-0.005999,0.253047,-0.155565,0.486546,0.030376,2.657534,1.000000,0.160000,True
0.560000,EP-001,approach,0.141948,0.221976,0.247719,0.208107,0.114974,-0.006959,0.253522,-0.155337,0.486670,0.027754,2.762702,1.000000,0.160000,True
0.580000,EP-001,approach,0.143401,0.225433,0.245320,0.203710,0.109724,-0.008810,0.254241,-0.154901,0.486742,0.041504,2.654403,1.000000,0.160000,True
0.600000,EP-001,approach,0.141950,0.223942,0.244280,0.204233,0.107132,-0.015660,0.254830,-0.155079,0.487074,0.034288,3.088748,1.000000,0.160000,True
0.620000,EP-001,approach,0.142569,0.226646,0.245886,0.206589,0.108414,-0.014315,0.255090,-0.154667,0.487053,0.023557,2.740423,1.000000,0.160000,True
0.640000,EP-001,approach,0.144012,0.226187,0.246246,0.199233,0.107207,-0.013524,0.255412,-0.154500,0.486904,0.019746,2.402009,1.000000,0.160000,True
0.660000,EP-001,approach,0.143065,0.225341,0.245178,0.201874,0.106765,-0.018216,0.255950,-0.154208,0.487364,0.037946,2.939921,1.000000,0.160000,True
0.680000,EP-001,approach,0.145562,0.228039,0.244642,0.202709,0.105781,-0.015997,0.256336,-0.154046,0.487628,0.023182,3.154960,1.000000,0.160000,True
0.700000,EP-001,approach,0.146119,0.227915,0.244510,0.200083,0.101688,-0.020078,0.256490,-0.154027,0.487701,0.009496,2.927460,1.000000,0.160000,True
0.720000,EP-001,approach,0.148447,0.226353,0.245097,0.198188,0.104237,-0.024000,0.256891,-0.153773,0.487523,0.024215,2.996351,1.000000,0.160000,True
0.740000,EP-001,approach,0.148248,0.225093,0.245268,0.197067,0.100029,-0.023014,0.257209,-0.153727,0.487708,0.018053,2.766516,1.000000,0.160000,True
0.760000,EP-001,approach,0.146227,0.227113,0.242749,0.194332,0.095490,-0.022637,0.257234,-0.153474,0.487869,0.014302,2.712118,1.000000,0.160000,True
0.780000,EP-001,approach,0.149950,0.229273,0.244114,0.194479,0.098031,-0.028277,0.257325,-0.153443,0.488025,0.008411,2.997459,1.000000,0.160000,True
0.800000,EP-001,approach,0.152837,0.228371,0.245204,0.195565,0.095485,-0.028119,0.257650,-0.153420,0.488034,0.016878,2.683117,1.000000,0.160000,True
0.820000,EP-001,approach,0.148763,0.231784,0.244208,0.193632,0.093968,-0.031983,0.257755,-0.153231,0.488011,0.010208,2.895150,1.000000,0.160000,True
0.840000,EP-001,approach,0.151174,0.229885,0.242070,0.193462,0.089633,-0.033218,0.257974,-0.153087,0.488347,0.019839,2.749290,1.000000,0.160000,True
0.860000,EP-001,approach,0.153130,0.230153,0.243281,0.192255,0.090016,-0.033846,0.257677,-0.152726,0.488445,0.023186,2.977244,1.000000,0.160000,True
0.880000,EP-001,approach,0.151901,0.230828,0.243485,0.191889,0.089166,-0.034922,0.257802,-0.153075,0.488328,0.018364,3.283843,1.000000,0.160000,True
0.900000,EP-001,approach,0.153846,0.229234,0.244356,0.187981,0.087156,-0.036837,0.257779,-0.152899,0.488562,0.013103,3.054731,1.000000,0.160000,True
0.920000,EP-001,approach,0.155528,0.230728,0.240443,0.188963,0.086864,-0.038719,0.257621,-0.152679,0.488757,0.017631,3.399500,1.000000,0.160000,True
0.940000,EP-001,approach,0.154233,0.230248,0.243580,0.187884,0.086165,-0.037070,0.257848,-0.153173,0.488845,0.028681,3.186298,1.000000,0.160000,True
0.960000,EP-001,approach,0.157415,0.228024,0.241522,0.186883,0.085014,-0.043995,0.257830,-0.153094,0.489030,0.008635,3.050629,1.000000,0.160000,True
0.980000,EP-001,approach,0.158344,0.229205,0.242174,0.184979,0.083054,-0.046823,0.257537,-0.152990,0.489185,0.018959,2.833532,1.000000,0.160000,True
1.000000,EP-001,approach,0.156577,0.233321,0.242538,0.181987,0.079412,-0.044819,0.257727,-0.152817,0.489279,0.015518,3.128895,1.000000,0.160000,True
1.020000,EP-001,approach,0.159264,0.231837,0.239844,0.185117,0.080638,-0.047025,0.257490,-0.152430,0.489325,0.021414,2.769592,1.000000,0.160000,True
1.040000,EP-001,approach,0.161580,0.232618,0.239567,0.184320,0.076905,-0.051115,0.257286,-0.152741,0.489303,0.019039,3.325525,1.000000,0.160000,True
1.060000,EP-001,approach,0.160428,0.230854,0.240223,0.185555,0.076228,-0.047978,0.257055,-0.152629,0.489666,0.021933,2.723585,1.000000,0.160000,True
1.080000,EP-001,approach,0.162071,0.232477,0.241090,0.182036,0.073027,-0.053267,0.256921,-0.152861,0.489888,0.018252,2.711820,1.000000,0.160000,True
1.100000,EP-001,approach,0.163101,0.234821,0.238787,0.182301,0.069744,-0.055959,0.256341,-0.153221,0.490086,0.032609,2.867254,1.000000,0.160000,True
1.120000,EP-001,approach,0.162496,0.234045,0.237075,0.179649,0.066874,-0.054811,0.256377,-0.153229,0.489976,0.006466,2.631805,1.000000,0.160000,True
1.140000,EP-001,approach,0.165028,0.233366,0.237733,0.177097,0.068964,-0.056089,0.256102,-0.152765,0.490106,0.027350,3.143206,1.000000,0.160000,True
1.160000,EP-001,approach,0.164831,0.236710,0.238923,0.177287,0.066106,-0.055104,0.255458,-0.152932,0.490416,0.037171,2.888833,1.000000,0.160000,True
1.180000,EP-001,approach,0.163459,0.234541,0.239650,0.173701,0.065534,-0.062579,0.255472,-0.153201,0.490548,0.015873,2.976206,1.000000,0.160000,True
1.200000,EP-001,reach,0.166416,0.234330,0.236709,0.174671,0.065303,-0.063778,0.255066,-0.152889,0.490550,0.023212,3.283923,1.000000,0.160000,True
1.220000,EP-001,reach,0.167610,0.236810,0.236528,0.173018,0.060116,-0.063853,0.254892,-0.153343,0.490728,0.025819,2.466499,1.000000,0.160000,True
1.240000,EP-001,reach,0.168193,0.232666,0.236283,0.170477,0.058191,-0.065679,0.254370,-0.153001,0.490686,0.031266,3.025969,1.000000,0.160000,True
1.260000,EP-001,reach,0.166687,0.236326,0.235879,0.172715,0.059630,-0.066701,0.254086,-0.153015,0.490983,0.021170,3.193998,1.000000,0.160000,True
1.280000,EP-001,reach,0.169002,0.234000,0.234184,0.171412,0.058208,-0.069227,0.253784,-0.153413,0.490949,0.026122,3.378831,1.000000,0.160000,True
1.300000,EP-001,reach,0.171025,0.234679,0.234452,0.169282,0.055678,-0.072070,0.253240,-0.153531,0.491167,0.030660,3.116143,1.000000,0.160000,True
1.320000,EP-001,reach,0.169958,0.235014,0.234938,0.168645,0.053722,-0.071943,0.253095,-0.153308,0.491306,0.014244,2.877140,1.000000,0.160000,True
1.340000,EP-001,reach,0.172028,0.236411,0.234264,0.168711,0.050550,-0.071740,0.252621,-0.153669,0.491400,0.030906,3.329675,1.000000,0.160000,True
1.360000,EP-001,reach,0.172835,0.236538,0.233629,0.164894,0.051214,-0.073155,0.252340,-0.153447,0.491339,0.017396,3.317990,1.000000,0.160000,True
1.380000,EP-001,reach,0.171455,0.236985,0.231569,0.161903,0.048653,-0.076872,0.251817,-0.153828,0.491630,0.036194,3.677910,1.000000,0.160000,True
1.400000,EP-001,reach,0.173119,0.236984,0.231721,0.161310,0.048822,-0.076588,0.251690,-0.153599,0.491905,0.018799,3.648749,1.000000,0.160000,True
1.420000,EP-001,reach,0.172303,0.238921,0.230936,0.162568,0.048008,-0.078291,0.251253,-0.153777,0.491993,0.023845,2.958616,1.000000,0.160000,True
1.440000,EP-001,reach,0.174945,0.239482,0.233024,0.160675,0.044183,-0.081169,0.250775,-0.153927,0.492088,0.025611,3.399495,1.000000,0.160000,True
1.460000,EP-001,reach,0.173804,0.238115,0.233069,0.156921,0.044050,-0.082453,0.250542,-0.154065,0.492320,0.016238,3.052013,1.000000,0.160000,True
1.480000,EP-001,reach,0.173704,0.238294,0.230842,0.159882,0.042123,-0.083344,0.250290,-0.153961,0.492485,0.015572,2.684303,1.000000,0.160000,True
1.500000,EP-001,reach,0.175073,0.236681,0.232139,0.157022,0.041308,-0.080666,0.250034,-0.154345,0.492636,0.023078,3.165142,1.000000,0.160000,True
1.520000,EP-001,reach,0.175577,0.235675,0.228737,0.157879,0.040967,-0.086122,0.249204,-0.154163,0.492568,0.043533,3.322186,1.000000,0.160000,True
1.540000,EP-001,reach,0.176827,0.238313,0.228152,0.155933,0.038083,-0.089184,0.249260,-0.154239,0.492797,0.013630,2.253501,1.000000,0.160000,True
1.560000,EP-001,reach,0.177511,0.237545,0.226048,0.152376,0.036576,-0.089538,0.248899,-0.154131,0.492881,0.017844,3.295128,1.000000,0.160000,True
1.580000,EP-001,reach,0.175619,0.238850,0.227720,0.151926,0.035120,-0.091590,0.248533,-0.154469,0.492942,0.022851,2.655493,1.000000,0.160000,True
1.600000,EP-001,reach,0.176934,0.234849,0.226081,0.149448,0.031718,-0.090463,0.248132,-0.154068,0.492991,0.028742,3.337880,1.000000,0.160000,True
1.620000,EP-001,reach,0.178988,0.241702,0.226272,0.148042,0.030763,-0.096891,0.248225,-0.154409,0.493280,0.022270,2.923848,1.000000,0.160000,True
1.640000,EP-001,reach,0.179700,0.235768,0.226227,0.147593,0.029708,-0.096699,0.247622,-0.154565,0.493305,0.030241,2.879083,1.000000,0.160000,True
1.660000,EP-001,reach,0.179630,0.237770,0.224497,0.147520,0.029462,-0.095199,0.247693,-0.154211,0.493783,0.032244,3.216681,1.000000,0.160000,True
1.680000,EP-001,reach,0.183967,0.239234,0.222533,0.147546,0.027966,-0.097227,0.247622,-0.154187,0.493625,0.008318,2.697876,1.000000,0.160000,True
1.700000,EP-001,reach,0.182203,0.235653,0.223481,0.142915,0.027848,-0.099213,0.247031,-0.154475,0.493718,0.032164,3.373002,1.000000,0.160000,True
1.720000,EP-001,reach,0.180911,0.236909,0.222772,0.144008,0.021256,-0.099552,0.247096,-0.154582,0.493802,0.007246,2.472277,1.000000,0.160000,True
1.740000,EP-001,reach,0.182611,0.234683,0.222245,0.141744,0.021248,-0.104031,0.246842,-0.154439,0.494175,0.023942,2.552592,1.000000,0.160000,True
1.760000,EP-001,reach,0.184010,0.235556,0.222524,0.140074,0.017161,-0.102833,0.247001,-0.154529,0.493932,0.016747,2.388937,1.000000,0.160000,True
1.780000,EP-001,reach,0.183028,0.234762,0.220506,0.140790,0.017363,-0.106471,0.247147,-0.154447,0.494117,0.012758,2.831828,1.000000,0.160000,True
1.800000,EP-001,reach,0.180330,0.237812,0.219726,0.137289,0.014143,-0.108036,0.247209,-0.154130,0.494129,0.014886,2.631230,1.000000,0.160000,True
1.820000,EP-001,reach,0.183555,0.238054,0.221994,0.138567,0.016766,-0.106673,0.246657,-0.154258,0.494285,0.028895,2.855922,1.000000,0.160000,True
1.840000,EP-001,reach,0.183938,0.237076,0.220294,0.134718,0.014585,-0.109965,0.246889,-0.154238,0.494369,0.014213,2.914971,1.000000,0.160000,True
1.860000,EP-001,reach,0.187506,0.239401,0.217834,0.132532,0.010292,-0.110615,0.247167,-0.154138,0.494572,0.016129,2.802052,1.000000,0.160000,True
1.880000,EP-001,reach,0.181987,0.239518,0.215845,0.133731,0.010832,-0.110431,0.247419,-0.154117,0.494329,0.017474,2.856751,1.000000,0.160000,True
1.900000,EP-001,reach,0.187491,0.237326,0.215829,0.129102,0.009871,-0.114259,0.247402,-0.153888,0.494548,0.017036,2.832514,1.000000,0.160000,True
1.920000,EP-001,reach,0.185358,0.236912,0.216308,0.128183,0.009804,-0.113037,0.247421,-0.153776,0.494788,0.013546,2.466326,1.000000,0.160000,True
1.940000,EP-001,reach,0.187401,0.236730,0.216235,0.128342,0.006892,-0.111830,0.247809,-0.153843,0.494567,0.022340,2.249960,1.000000,0.160000,True
1.960000,EP-001,reach,0.185969,0.236351,0.217793,0.127291,0.004289,-0.116801,0.248031,-0.153638,0.494633,0.014609,2.151253,1.000000,0.160000,True
1.980000,EP-001,reach,0.187066,0.238890,0.213075,0.125550,0.002412,-0.116297,0.248312,-0.153143,0.494564,0.028808,2.619272,1.000000,0.160000,True
2.000000,EP-001,reach,0.188887,0.237147,0.212884,0.121668,0.001933,-0.117824,0.248582,-0.153279,0.494361,0.018676,2.222215,1.000000,0.160000,True
2.020000,EP-001,reach,0.187694,0.236148,0.211337,0.121273,-0.000094,-0.122146,0.249139,-0.153192,0.494658,0.032083,2.066244,1.000000,0.160000,True
2.040000,EP-001,reach,0.189518,0.236159,0.211186,0.122676,-0.002805,-0.123517,0.249557,-0.152664,0.494795,0.035413,2.073670,1.000000,0.160000,True
2.060000,EP-001,reach,0.188176,0.237171,0.209689,0.121362,-0.005452,-0.122647,0.249968,-0.152760,0.494568,0.024160,2.222140,1.000000,0.160000,True
2.080000,EP-001,reach,0.188035,0.235578,0.207853,0.117696,-0.003597,-0.127085,0.250462,-0.152701,0.494361,0.028222,2.320391,1.000000,0.160000,True
2.100000,EP-001,reach,0.188665,0.236480,0.210134,0.118235,-0.007781,-0.124969,0.250857,-0.152194,0.494560,0.033803,2.150893,1.000000,0.160000,True
2.120000,EP-001,reach,0.188573,0.235766,0.207973,0.116779,-0.008641,-0.125816,0.251574,-0.152172,0.494468,0.037062,1.897191,1.000000,0.160000,True
2.140000,EP-001,reach,0.189474,0.237673,0.208850,0.116617,-0.008575,-0.126659,0.252467,-0.151836,0.494495,0.047410,2.316900,1.000000,0.160000,True
2.160000,EP-001,reach,0.192014,0.237174,0.205345,0.112636,-0.011376,-0.127838,0.252939,-0.151419,0.494385,0.033709,1.489125,1.000000,0.160000,True
2.180000,EP-001,reach,0.188524,0.233069,0.205625,0.114524,-0.011124,-0.127635,0.253476,-0.151176,0.494128,0.033403,2.005324,1.000000,0.160000,True
2.200000,EP-001,reach,0.188088,0.234745,0.205345,0.110517,-0.016006,-0.131288,0.254659,-0.150943,0.494076,0.061027,2.364759,1.000000,0.160000,True
2.220000,EP-001,reach,0.190842,0.235830,0.200709,0.111737,-0.014712,-0.129847,0.255347,-0.150564,0.493662,0.043412,2.111151,1.000000,0.160000,True
2.240000,EP-001,reach,0.193679,0.233835,0.200655,0.109575,-0.019341,-0.132191,0.256435,-0.150205,0.493843,0.058177,2.344850,1.000000,0.160000,True
2.260000,EP-001,reach,0.192995,0.235487,0.202838,0.105297,-0.021107,-0.133284,0.257021,-0.149557,0.493544,0.043233,2.001751,1.000000,0.160000,True
2.280000,EP-001,reach,0.193673,0.234509,0.200976,0.104946,-0.021926,-0.135396,0.257877,-0.149437,0.493445,0.043139,2.106728,1.000000,0.160000,True
2.300000,EP-001,reach,0.193820,0.234627,0.197197,0.104436,-0.021695,-0.134772,0.258704,-0.148993,0.493214,0.048546,1.921529,1.000000,0.160000,True
2.320000,EP-001,reach,0.191097,0.233357,0.197912,0.104123,-0.024374,-0.138416,0.260137,-0.148160,0.492802,0.084500,1.754546,1.000000,0.160000,True
2.340000,EP-001,reach,0.192605,0.233622,0.196527,0.099137,-0.026916,-0.137210,0.261380,-0.148087,0.492546,0.063744,1.955388,1.000000,0.160000,True
2.360000,EP-001,reach,0.188664,0.233654,0.196441,0.099048,-0.024554,-0.137642,0.261968,-0.147300,0.492164,0.053384,2.094509,1.000000,0.160000,True
2.380000,EP-001,reach,0.191959,0.230333,0.198510,0.099310,-0.029263,-0.141365,0.263129,-0.146826,0.491702,0.068677,1.219080,1.000000,0.160000,True
2.400000,EP-001,reach,0.193994,0.230853,0.194424,0.097680,-0.029475,-0.142793,0.264489,-0.146526,0.491590,0.069899,1.519850,1.000000,0.160000,True
2.420000,EP-001,reach,0.190947,0.230370,0.197327,0.093980,-0.030400,-0.143484,0.265487,-0.146175,0.491255,0.053892,1.120410,1.000000,0.160000,True
2.440000,EP-001,reach,0.190382,0.234112,0.192989,0.092787,-0.032957,-0.143369,0.266819,-0.145334,0.490710,0.081012,1.422923,1.000000,0.160000,True
2.460000,EP-001,reach,0.191707,0.231681,0.191306,0.093344,-0.033172,-0.143716,0.268091,-0.144720,0.490502,0.071230,1.291761,1.000000,0.160000,True
2.480000,EP-001,reach,0.194156,0.231429,0.193740,0.089748,-0.034249,-0.143883,0.269492,-0.144075,0.489978,0.082353,1.491763,1.000000,0.160000,True
2.500000,EP-001,reach,0.195743,0.230762,0.191839,0.090194,-0.036779,-0.143267,0.270980,-0.143588,0.489540,0.082445,1.514615,1.000000,0.160000,True
2.520000,EP-001,reach,0.198027,0.229342,0.191488,0.089782,-0.036525,-0.144598,0.272206,-0.142776,0.488884,0.080590,1.844723,1.000000,0.160000,True
2.540000,EP-001,reach,0.196438,0.228613,0.191328,0.087004,-0.040404,-0.147552,0.273758,-0.142086,0.488225,0.090474,1.894622,1.000000,0.160000,True
2.560000,EP-001,reach,0.192154,0.230625,0.189017,0.081541,-0.042540,-0.149447,0.275007,-0.141771,0.487959,0.065042,1.281574,1.000000,0.160000,True
2.580000,EP-001,reach,0.191073,0.228374,0.188240,0.085856,-0.042090,-0.151567,0.276598,-0.140696,0.487337,0.100803,1.342245,1.000000,0.160000,True
2.600000,EP-001,reach,0.194896,0.230908,0.182859,0.084381,-0.045267,-0.149347,0.277735,-0.140161,0.486615,0.072568,1.635187,1.000000,0.160000,True
2.620000,EP-001,reach,0.196368,0.228395,0.183157,0.083334,-0.044683,-0.150662,0.279373,-0.139529,0.485909,0.095217,1.244570,1.000000,0.160000,True
2.640000,EP-001,reach,0.192449,0.227803,0.183999,0.081055,-0.046815,-0.152707,0.281270,-0.138729,0.485224,0.108645,1.286135,1.000000,0.160000,True
2.660000,EP-001,reach,0.194181,0.226890,0.182604,0.075811,-0.048774,-0.153354,0.282648,-0.137617,0.484504,0.097594,0.845291,1.000000,0.160000,True
2.680000,EP-001,reach,0.194369,0.226656,0.182318,0.078989,-0.048618,-0.154087,0.284432,-0.136948,0.483687,0.103824,1.559393,1.000000,0.160000,True
2.700000,EP-001,reach,0.195164,0.226356,0.179487,0.075936,-0.050083,-0.158615,0.286057,-0.136541,0.482699,0.097750,1.400336,1.000000,0.160000,True
2.720000,EP-001,reach,0.194903,0.228127,0.180776,0.075370,-0.056695,-0.155564,0.287825,-0.135418,0.482190,0.108841,1.025383,1.000000,0.160000,True
2.740000,EP-001,reach,0.195997,0.228872,0.181048,0.072274,-0.054141,-0.155745,0.289418,-0.134590,0.481035,0.107722,0.897611,1.000000,0.160000,True
2.760000,EP-001,reach,0.196850,0.223115,0.177844,0.070689,-0.054839,-0.157176,0.291137,-0.133714,0.480256,0.103379,0.948404,1.000000,0.160000,True
2.780000,EP-001,reach,0.195401,0.224739,0.177131,0.069240,-0.055693,-0.159336,0.292671,-0.132865,0.479303,0.098207,1.355949,1.000000,0.160000,True
2.800000,EP-001,reach,0.196439,0.224910,0.175548,0.070515,-0.058607,-0.158369,0.294302,-0.132088,0.478377,0.100221,1.069278,1.000000,0.160000,True
2.820000,EP-001,reach,0.198314,0.221959,0.175072,0.067078,-0.060870,-0.158414,0.296029,-0.130802,0.477120,0.125051,0.836811,1.000000,0.160000,True
2.840000,EP-001,reach,0.193791,0.221835,0.172904,0.064900,-0.060328,-0.157096,0.297809,-0.130116,0.476387,0.102800,1.071988,1.000000,0.160000,True
2.860000,EP-001,reach,0.193743,0.221558,0.170723,0.061824,-0.060848,-0.158895,0.299467,-0.129057,0.475210,0.114980,1.391467,1.000000,0.160000,True
2.880000,EP-001,reach,0.196059,0.218069,0.170638,0.062972,-0.066281,-0.160261,0.301317,-0.128099,0.474075,0.119434,1.484919,1.000000,0.160000,True
2.900000,EP-001,reach,0.198044,0.222117,0.169375,0.060818,-0.066788,-0.161883,0.303155,-0.127108,0.472946,0.120007,1.492643,1.000000,0.160000,True
2.920000,EP-001,reach,0.195476,0.220497,0.165810,0.059563,-0.066753,-0.164464,0.304982,-0.125861,0.471471,0.132220,1.128422,1.000000,0.160000,True
2.940000,EP-001,reach,0.196816,0.219847,0.167277,0.059333,-0.071065,-0.163756,0.306673,-0.124870,0.469924,0.127427,1.150326,1.000000,0.160000,True
2.960000,EP-001,reach,0.194655,0.219521,0.165816,0.057467,-0.069409,-0.165717,0.308218,-0.123968,0.469034,0.102581,1.144335,1.000000,0.160000,True
2.980000,EP-001,reach,0.196422,0.219174,0.164925,0.054917,-0.068599,-0.164377,0.310279,-0.122932,0.467807,0.131450,1.236092,1.000000,0.160000,True
3.000000,EP-001,reach,0.194028,0.221676,0.162636,0.053760,-0.072718,-0.163168,0.312107,-0.121767,0.466406,0.128891,1.199374,1.000000,0.160000,True
3.020000,EP-001,reach,0.195891,0.217844,0.162990,0.052096,-0.072218,-0.163745,0.314017,-0.120443,0.464781,0.142096,0.740696,1.000000,0.160000,True
3.040000,EP-001,reach,0.195373,0.218199,0.162020,0.051556,-0.075039,-0.164495,0.315720,-0.119445,0.463375,0.119763,0.791965,1.000000,0.160000,True
3.060000,EP-001,reach,0.195263,0.215521,0.158857,0.050039,-0.074363,-0.166357,0.317310,-0.118289,0.461924,0.122223,0.879133,1.000000,0.160000,True
3.080000,EP-001,reach,0.196618,0.216188,0.159190,0.047738,-0.075297,-0.165385,0.319066,-0.117220,0.460140,0.135319,1.179098,1.000000,0.160000,True
3.100000,EP-001,reach,0.196026,0.214526,0.158666,0.044768,-0.075587,-0.167792,0.321236,-0.116041,0.458707,0.142684,0.819791,1.000000,0.160000,True
3.120000,EP-001,reach,0.193387,0.214108,0.157403,0.045830,-0.078681,-0.170824,0.322799,-0.114789,0.457106,0.127933,0.735213,1.000000,0.160000,True
3.140000,EP-001,reach,0.195465,0.212296,0.153717,0.044433,-0.078472,-0.168096,0.324702,-0.113903,0.455734,0.127492,1.236941,1.000000,0.160000,True
3.160000,EP-001,reach,0.191430,0.211741,0.152341,0.040006,-0.080688,-0.168686,0.326477,-0.112176,0.453793,0.156459,1.353318,1.000000,0.160000,True
3.180000,EP-001,reach,0.195293,0.212962,0.152665,0.040703,-0.083230,-0.171814,0.327752,-0.111316,0.452355,0.105650,0.668484,1.000000,0.160000,True
3.200000,EP-001,reach,0.197756,0.212693,0.149837,0.038062,-0.081546,-0.170380,0.329636,-0.110051,0.450431,0.148374,0.881078,1.000000,0.160000,True
3.220000,EP-001,reach,0.194239,0.211549,0.153854,0.033889,-0.085864,-0.173682,0.331336,-0.108521,0.448462,0.152523,1.243707,1.000000,0.160000,True
3.240000,EP-001,reach,0.194006,0.209120,0.147690,0.035606,-0.085928,-0.171064,0.333024,-0.107434,0.447134,0.121475,0.793822,1.000000,0.160000,True
3.260000,EP-001,reach,0.193131,0.209874,0.146454,0.035609,-0.083727,-0.168860,0.334677,-0.106195,0.444928,0.149595,1.165602,1.000000,0.160000,True
3.280000,EP-001,reach,0.194066,0.204837,0.147327,0.031612,-0.087282,-0.172022,0.336264,-0.105013,0.443270,0.128115,0.494200,1.000000,0.160000,True
3.300000,EP-001,reach,0.191913,0.209322,0.144401,0.030165,-0.090998,-0.169371,0.337879,-0.103875,0.441527,0.132030,0.833015,1.000000,0.160000,True
3.320000,EP-001,reach,0.193358,0.207082,0.140343,0.031261,-0.090507,-0.171331,0.339226,-0.102318,0.439362,0.148777,1.081060,1.000000,0.160000,True
3.340000,EP-001,reach,0.191695,0.206776,0.142318,0.026605,-0.092946,-0.173096,0.341004,-0.100864,0.437362,0.152802,1.329287,1.000000,0.160000,True
